msa_sentence,dialect_sentence,split,dialect,region
فاقترب يسوع ولمسهم وقال: «انهضوا، لا تخافوا.»,وقرب يسوع لعندهم ومسهم وݣال ليهم: «نوضو، ما تخافوش!».,train,Morocco,MGR
يا أولاد الأفاعي، كيف يمكنكم أن تتكلموا بالأمور الصالحة وأنتم أشرار؟ لأن الفم يتكلم بما يمتلئ به القلب.,آ تريكة اللفاعي! كيفاش تقدرو تݣولو شي كلام مزيان ونتم ما مزيانينش؟ راه داكشي اللي كيخرج من القلب كيتكلم بيه الفم. متى,train,Morocco,MGR
لأن كل من يملك  #من يملك.  12:13  ربما المقصود «من يملك فهما.»  سيزاد له، ويفيض عنه، أما الذي لا يملك، فسينتزع منه ما له.,حيت اللي عنده، غيتعطاه ويتزاد ليه كتر من القياس. واللي ما عندوش، حتى داكشي اللي عنده غادي يتخاد منه. متى,train,Morocco,MGR
فيعاقبه ويضعه مع المنافقين حيث يبكي الناس ويصرون على أسنانهم.,وغيعاقبه بزاف ويديره مع المنافقين. تم فين غيكون البكا وتغزاز السنان».,train,Morocco,MGR
وقالا: «هذا الرجل  #هذا الرجل.  61:26  أي يسوع، فقد كان أعداؤه يتجنبون النطق باسمه!  قال: ‹أستطيع أن أهدم هيكل الله وأبنيه في ثلاثة أيام.›»,وهم يݣولو: «هاد الراجل ݣال: راني نقدر نريب بيت الله وفتلت يام نبنيه». يوحنا,train,Morocco,MGR
لكن صلوا أن لا يكون هربكم في الشتاء أو في يوم سبت.,صليو باش ما يكونش هروبكم فالشتا ولا فنهار السبت.,train,Morocco,MGR
واقتاد الروح يسوع إلى البرية وحده.,وفداك الوقت خرج روح الله يسوع للصحرا،,train,Morocco,MGR
«ويل لكم أيها الفريسيون ومعلمو الشريعة المراءون. فأنتم مثل القبور المطلية بالبياض. فهي تبدو جميلة من الخارج، أما في الداخل فهي مليئة بالعظام وبكل أنواع النجاسة.,يا ويلكم آ العلما د الشرع والفريسيين المنافقين! نتم بحال القبور المجيرة اللي كتبان زوينة من برا ولكن لداخل ديالها عامر بعضام الموتى وبكل حاجة منجوسة. الاعمال,train,Morocco,MGR
فقال له تلاميذه: «إن كان هذا هو الحال بين الزوج وزوجته، فإنه من الأفضل عدم الزواج!»,وݣالو ليه تلامده: «إلا كانت هادي هي حالة الراجل مع المراة، خير ليه ما يتزوجش ݣاع».,train,Morocco,MGR
فقال لهم يسوع: «لماذا أنتم خائفون، يا قليلي الإيمان؟» ثم قام وانتهر الرياح والبحيرة، فساد هدوء عظيم.,وهو يݣول ليهم: «مالكم خايفين آ هاد قلال الإيمان؟». ومن بعد، ناض ونهض فالريح والبحر، وهي تهدن الدنيا.,train,Morocco,MGR
لكن إن كانت عينك شريرة، فإن جسدك أيضا سيمتلئ بالظلمة. فإن كان النور الذي فيك ظلاما في حقيقته، فكيف سيكون الظلام الذي فيك؟,ولكن إلا كانت عينك قبيحة، داتك كلها غادي تكون مضلمة. وإلا كان النور اللي فيك ضلام، شحال صعيب هاد الضلام!» الله والمال,train,Morocco,MGR
وتبعته جموع كبيرة من الناس فشفاهم هناك.,وتبعوه بزاف د الجماعات د الناس وشفاهم تم.,train,Morocco,MGR
فابتدأ الذي أخذ الأكياس الخمسة باستثمارها فورا في التجارة، فكسب خمسة أكياس أخرى.,ومشى هاداك اللي خدا خمسة د الصرات د الفلوس وبدا كيبيع وكيشري بيهم، وربح خمسة د الصرات خرين.,train,Morocco,MGR
وإن قال أحد لكما شيئا، قولا له: ‹الرب يحتاج إليهما، وسيعيدهما قريبا.›»,وإلا ݣال ليكم شي واحد شي حاجة، ݣولو ليه: راه الرب محتاج ليهم، وراه غيردهم دغيا».,train,Morocco,MGR
وعندما رأوه سجدوا له، مع أنه كانت لدى بعضهم شكوك.,وغير شافوه سجدو ليه، ولكن شي وحدين منهم شكو.,train,Morocco,MGR
«فيجيبه الأبرار: ‹يا رب متى رأيناك جائعا فأطعمناك، أو عطشانا فسقيناك؟,ديك الساعة غيجاوبوه هادوك اللي دارو مراد الله ويݣولو: آ ربي، وقتاش شفناك جيعان ووكلناك؟ ولا عطشان وشربناك؟,train,Morocco,MGR
وكانت هناك نساء يقفن وينظرن من بعيد، وكن قد تبعن يسوع من الجليل ليخدمنه.,وكانو تم بزاف د العيالات اللي تبعو يسوع من الجليل واللي كانو كيتسخرو عليه، كيشوفو من بعيد. لوقا,train,Morocco,MGR
فعندما تعطي المحتاج، لا تعلن ذلك وكأنك تنفخ في بوق كما يفعل المراؤون في المجامع والشوارع طلبا لمديح الناس. أقول الحق لكم، إنهم نالوا بذلك مكافأتهم كاملة.,وإلا بغيتي تعطي شي صدقة، ما تبرحش بيها فالبوق قدام الناس بحال اللي كيديرو المنافقين فديور الصلاة والزناقي باش يشكروهم الناس. راني نݣول ليكم الحق: هادوك راهم خداو الأجر ديالهم من عند الناس.,train,Morocco,MGR
وكان في المجمع رجل فيه روح نجس. فصرخ الروح:,وكان فدار الصلاة واحد الراجل ساكنه جن، بدا كيغوت,train,Morocco,MGR
هنيئا للمتواضعين، لأنهم سيرثون الأرض.  #سيرثون الأرض.  5:5  انظر المزمور 37: 11. قد تعني هنا ميراث روحي مستقبلي.,سعدات المتواضعين، حيت غادي يورتو الأرض.,train,Morocco,MGR
فقالا: «يا سيد، افتح أعيننا.»,وجاوبوه: «بغينا عينينا يتحلو آ سيدي!».,train,Morocco,MGR
وعمل الذي أخذ الكيسين مثل الأول، وكسب كيسين آخرين.,وهاداك اللي خدا جوج ديال الصرات حتى هو ربح جوج د الصرات خرين.,train,Morocco,MGR
فأجابهم يسوع: «نعم، يأتي إيليا ليرد كل شيء إلى أصله.,وجاوبهم وݣال: «فالحقيقة، إيليا غيجي هو اللول وغيصلح كلشي،,train,Morocco,MGR
فإذا كان الشيطان يطرد الأرواح ويحارب ذاته، فكيف يمكن أن تصمد مملكته؟,إيوا إلا كان الشيطان كيخرج الشيطان، غادي يكون الشيطان تقسم وولى ضد راسه، وإلا تقسم وولى ضد راسه كيفاش غادي تبقى مملكته تابتة؟,train,Morocco,MGR
«فمن هو الخادم الأمين الفطن الذي يعينه السيد مسؤولا عن عبيده، ليعطيهم طعامهم في وقته؟,«وشكون هو العبد الأمين الحكيم اللي كلفه سيده بالعبيد ديال داره باش يعطيهم الماكلة فالوقت؟,train,Morocco,MGR
ها إن بيتكم سيترك لكم فارغا مهجورا!,وها هي داركم غتبقى ليكم خربة.,train,Morocco,MGR
الحكم على الآخرين,الفصل السابع ما تحكمو على حد,train,Morocco,MGR
إبراهيم هو أبو إسحاق. إسحاق أبو يعقوب. يعقوب أبو يهوذا وإخوته.,إبراهيم ولد إسحاق، وإسحاق ولد يعقوب، ويعقوب ولد يهودا وخوته،,train,Morocco,MGR
وبعدما صرفهم، صعد إلى الجبل وحده ليصلي. وعندما جاء المساء كان هناك وحيدا.,وملي صيفطهم، طلع للجبل بوحده باش يصلي. وبقى بوحده تم حتى جات العشية.,train,Morocco,MGR
فخرج جميع أهل البلدة ليروا يسوع. وعندما رأوه، رجوه أن يغادر منطقتهم.,وخرجو سكان المدينة كلهم باش يتلقاو ليسوع. وملي شافوه رغبوه يخرج من بلادهم.,train,Morocco,MGR
فالتفت يسوع وقال لبطرس: «ابتعد عني يا شيطان! أنت عائق أمامي لأنك لا تهتم لأمور الله، بل لأمور البشر.»,وهو يتلفت وݣال لبطرس: «بعد مني آ هاد الشيطان! نت راك سباب عترة لي، علاحقاش كتفكر فأمور الناس ماشي فأمور الله».,train,Morocco,MGR
«هكذا يصير أول الناس آخر الناس، ويصير آخر الناس أول الناس.» يسوع ينبئ بموته وقيامته,وزاد ݣال يسوع: «هكا غيوليو اللخرين هم اللولين، واللولين هم اللخرين». متى 19‏:30؛ مرقس 10‏:31؛ لوقا 13‏:30 يسوع كيتنبأ للمرة التالتة بالموت والبعت دياله,train,Morocco,MGR
فمنهن مريم المجدلية، ومريم أم يعقوب ويوسف، وكذلك أم ابني زبدي.  #ابني زبدي.  56:27  يعقوب ويوحنا. دفن يسوع,اللي من بيناتهم مريم المجدلية، ومريم أم يعقوب ويوسف، وأم ولاد زبدي. الدفين ديال يسوع,train,Morocco,MGR
وأخذ الأرغفة السبعة والسمك، وشكر، وقسم الأرغفة وأعطاها للتلاميذ الذين وزعوها على الجميع.,وخدا هادوك سبعة د الخبزات والحوتات، وشكر الله وقطعهم وعطى لتلامده، وتلامده عطاو للجماعات د الناس.,train,Morocco,MGR
ولكن يسوع قال له: «اتبعني، ودع الأموات يدفنون موتاهم.» يسوع يهدئ العاصفة,ولكن يسوع جاوبه: «غير تبعني نت وخلي الموتى يدفنو الموتى ديالهم!». يسوع كيهدن واحد الرعدة,train,Morocco,MGR
«عندما يخرج روح نجس من إنسان، فإنه يجتاز أماكن جافة ساعيا إلى مكان راحة، فلا يجد،,راه ملي كيخرج الجن من بنادم كيمشي يضور فبلايص ما فيهمش الما، كيقلب على الراحة وما كيلقاهاش،,train,Morocco,MGR
خمسة منهن غبيات، وخمسة ذكيات.,وكانو خمسة منهم بهلات وخمسة خرين عاقلات.,train,Morocco,MGR
فانشقت ستارة الهيكل  #ستارة الهيكل.  51:27  الستارة التي كانت تفصل «قدس الأقداس» عن بقية الهيكل اليهودي. وكان قدس الأقداس يمثل الحضور الإلهي.  إلى نصفين من فوق إلى أسفل، واهتزت الأرض، وتشققت الصخور،,وتشرݣات الخامية ديال بيت الله على جوج، من الفوق للتحت. وتزلزلات الأرض وتشق الصخر.,train,Morocco,MGR
ولكن هذا حدث ليتم ما كتبه الأنبياء.» ثم تخلى عنه جميع التلاميذ وهربوا! يسوع أمام قادة اليهود,ولكن هادشي كله جرا باش يتحقق داكشي اللي جا فكتب الأنبيا». وديك الساعة سمحو فيه التلامد كلهم وهربو. يسوع فالمحكمة ديال ليهود,train,Morocco,MGR
ولا أحد يضع نبيذا جديدا في أوعية جلدية قديمة، لأن النبيذ سيمزق الأوعية الجلدية، فيراق النبيذ وتتلف الأوعية. لذلك يوضع النبيذ الجديد في أوعية جلدية جديدة.» يسوع: رب السبت,وراه حتى واحد ما كيدير الخمر الجديد فݣربات ديال الجلد قدام، حيت إلا دار هادشي الخمر الجديد غادي يتقب الݣربات، ويسيل الخمر والݣربات يضيعو. ولكن الخمر الجديد كيتدار فݣربات د الجلد جداد». يسوع كيعلم على السبت,train,Morocco,MGR
وعندما أتى يسوع إلى إقليم قيصرية فيلبس، سأل تلاميذه: «من يقول الناس إني أنا، ابن الإنسان؟»,وملي وصل يسوع لجوايه قيصرية فيلبس، سول تلامده: «شكون هو ولد الإنسان فنضر الناس؟»,train,Morocco,MGR
لذلك صلوا كما يلي: ‹أبانا الذي في السماء، ليتقدس اسمك،,«وهاكدا صليو نتم هاد الصلاة:  بانا اللي فالسما،  بغينا إسمك يتقدس،,train,Morocco,MGR
وبينما كانوا يتنقلون في الجليل معا، قال لهم يسوع: «يوشك ابن الإنسان أن يوضع تحت سلطان البشر.,وكانو التلامد مجموعين فبلاد الجليل، وهو يݣول ليهم يسوع: «ولد الإنسان غيتسلم لليدين د الناس،,train,Morocco,MGR
فلما سمع يسوع ذلك، قال: «لا يحتاج الأصحاء إلى طبيب، بل المرضى.,وملي سمعهم يسوع جاوبهم وݣال: «راه المرضى اللي محتاجين للطبيب، ماشي اللي بصحتهم.,train,Morocco,MGR
«فيقول الملك: ‹أقول الحق لكم، عندما أهملتم عمل ذلك لأحد إخوتي الضعفاء، فإنكم إنما أهملتم عمله لي أنا.›,وغيجاوبهم الملك وغيݣول: نݣول ليكم الحق: حيت ما درتوش هادشي لهادو اللي شانهم صغير، راكم ما درتوهش لي.,train,Morocco,MGR
وقال: «أقول الحق لكم، ما لم تتغيروا وتصيروا كأطفال، فلن تدخلوا ملكوت السماوات.,وݣال: «نݣول ليكم الحق: إلا ما تبدلتوش ووليتو بحال الولاد الصغار، راه عمركم ما غادي تدخلو لمملكة السماوات. مرقس,train,Morocco,MGR
سيأتي كثيرون وينتحلون اسمي، فيقولون: ‹أنا هو المسيح› وسيخدعون كثيرين.,حيت غيجيو بزاف د الناس وغياخدو الإسم ديالي وغيݣولو: أنا هو المسيح! وغيغلطو ناس كتار.,train,Morocco,MGR
وقال الملاك للمرأتين: «لا تخافا، أعرف أنكما تبحثان عن يسوع الذي صلب.,ولكن الملاك ݣال للعيالات بجوج: «ما تخافوش! أنا عرفت بلي كتقلبو على يسوع اللي تصلب،,train,Morocco,MGR
«قد يقول أحدهم: ‹ها إن المسيح في البرية،› فلا تذهبوا إلى هناك. أو يقول: ‹ها إنه في إحدى الغرف،› فلا تصدقوه.,إلا ݣالو ليكم: راه هو فالصحرا! ما تخرجوش، ولا ها هو فالبيوت الدخلانية! ما تيقوش بيهم. لوقا,train,Morocco,MGR
«تعلموا من شجرة التين. فحالما تصبح أغصانها طرية، وتظهر أوراقها، تعرفون أن الصيف قريب.,«وتعلمو هاد المتال من الكرمة: ملي كيرطابو عروشها وكيوليو خضرين وكتخرج الوراق ديالها، كتعرفو بلي الصيف راه قرب.,train,Morocco,MGR
وقال: «ارحم ابني، يا رب، فهو مصاب بالصرع ويتألم بشدة. وكثيرا ما يقع في النار أو الماء.,وݣال: «رحم ولدي آ سيدي، علاحقاش فيه لرياح وكيتعدب بزاف، وبزاف د المرات كيطيح فالعافية وفالما.,train,Morocco,MGR
«فأرسل الملك عبيدا آخرين وقال لهم: ‹قولوا لأولئك المدعوين إن الوليمة جاهزة. فثيراني وعجولي المسمنة قد ذبحت. وكل شيء جاهز. فتعالوا إلى وليمة العرس.›,وعاود صيفط عبيد خرين وݣال ليهم: ݣولو للمعروضين: راني وجدت العرس ودبحت البݣر والعجول السمان وكلشي راه موجود، إيوا أجيو للعرس!,train,Morocco,MGR
«وعندما تصومون، لا تكونوا كالمرائين الذين يظهرون الحزن على وجوههم. لأنهم يغيرون شكل وجوههم، لكي يرى الناس بوضوح أنهم صائمون. أقول الحق لكم، إنهم نالوا مكافأتهم كاملة.,«إلا صمتو، ما تكونوش معبسين بحال المنافقين اللي كيعبسو وجوههم باش يبينو للناس بلي هم صايمين. نݣول ليكم الحق: هادوك راهم خداو الأجر ديالهم من عند الناس.,train,Morocco,MGR
فقالت: «صحيح يا سيد، ولكن حتى الكلاب تأكل مما يسقط من مائدة أصحابها.»,وݣالت ليه المراة: «إيه آ سيدي! ولكن راه حتى الكلاب كياكلو من الفراتت اللي كيطيحو من الميادي ديال ماليهم».,train,Morocco,MGR
يسوع يشفي يوم السبت,الفصل التالت يسوع كيشافي فنهار السبت,train,Morocco,MGR
«ويل لكم أيها الفريسيون ومعلمو الشريعة المراءون! فأنتم تغلقون أبواب ملكوت السماوات أمام الناس، فلا أنتم تدخلون، ولا تسمحون للذين يحاولون الدخول بأن يدخلوا.,ولكن يا ويلكم آ العلما د الشرع والفريسيين المنافقين! علاحقاش كتسدو مملكة السماوات فوجوه الناس، لا نتم كتدخلو، ولا كتخليو اللي بغا يدخل، يدخل.  [,train,Morocco,MGR
وبينما كان يسوع يسير على شاطئ بحيرة الجليل، رأى أخوين هما سمعان الذي يدعى بطرس أيضا، وأخوه أندراوس يلقيان الشبكة في البحيرة، فقد كانا صيادي سمك.,وملي كان يسوع غادي على جنب بحر الجليل، شاف جوج د الخوت، سمعان اللي مكني بطرس وخوه أندراوس كيرميو الشبكة فالبحر، علاحقاش كانو صيادا د الحوت.,train,Morocco,MGR
وأخيرا أرسل ابنه، وقال في نفسه: ‹سيحترمون ابني.›,وفاللخر صيفط ليهم ولده وݣال: غادي يحترمو ولدي.,train,Morocco,MGR
حينئذ أطلق بيلاطس باراباس لهم، وأمر بأن يجلد يسوع، وأسلمه ليصلب. الجنود يستهزئون بيسوع,وفديك الساعة طلق ليهم باراباس أما يسوع سلمه باش يتصلب من بعدما صوطوه. العساكرية كيضحكو على يسوع,train,Morocco,MGR
ففي الأيام التي سبقت الطوفان، كان الناس يأكلون ويشربون ويتزوجون ويزوجون بناتهم حتى ذلك اليوم الذي دخل فيه نوح السفينة.,حيت كانو الناس فليام اللي قبل من الطوفان، كياكلو وكيشربو وكيتزوجو وكيزوجو حتى للنهار اللي دخل فيه نوح للسفينة.,train,Morocco,MGR
ها هم العمي يبصرون، والمقعدون يمشون، والبرص يطهرون، والصم يسمعون، والموتى يحيون، والمساكين يسمعون البشارة.,العميين ولاو كيشوفو، والعرجين كيمشيو، والمجدامين ولاو طاهرين، والصمكين ولاو كيسمعو، والموتى حياو، والمساكين كيسمعو البشارة.,train,Morocco,MGR
فقالوا له: «سيقضي عليهم بطريقة رهيبة لأنهم أشرار، ثم يعطي الكرم لفلاحين آخرين يعطونه الثمر في موسم الثمر.»,وهم يجاوبوه: «هادوك المشرارين غادي تكون عاقبتهم فاللخر خايبة، وغيعطي الجنان د العنب لجناينية خرين اللي غيعطيو الغلة فوقتها».,train,Morocco,MGR
ونحو الساعة الخامسة خرج مرة أخرى، ووجد آخرين يقفون في منطقة السوق، فسألهم: ‹لماذا وقفتم اليوم كله من دون عمل؟›,وخرج مرة خرى جوايه الخمسة ديال العشية، ولقا خداما خرين واقفين وݣال ليهم: علاش واقفين هنا النهار كله بلا خدمة؟,train,Morocco,MGR
فخرجوا إلى الشوارع، وجمعوا كل الذين وجدوهم، أشرارا كانوا أم صالحين، حتى امتلأت قاعة الوليمة بالضيوف.,وخرجو العبيد للطرقان وجمعو ݣاع اللي لقاوه، لا الناس المزيانين ولا الخايبين حتى عمرات دار العرس بالضياف.,train,Morocco,MGR
هنيئا للجياع والعطاش لعمل مشيئة الله،  #لعمل مشيئة الله.  6:5  حرفيا: «إلى البر.»  لأن الله سيشبعهم.,سعدات هادوك اللي جيعانين وعطشانين لطاعة الله، حيت غادي يشبعو.,train,Morocco,MGR
وعندما رأى يوحنا أن كثيرين من الفريسيين والصدوقيين يأتون لكي يعمدهم، قال لهم: «يا نسل الأفاعي، من الذي نبهكم إلى الهروب من الغضب القادم؟,وملي شاف يوحنا بزاف د الناس من الفريسيين والصدوقيين كيجيو لعنده باش يعمدهم، ݣال ليهم: «آ تريكة اللفاعي، شكون اللي نبهكم باش تهربو من غضب الله اللي جاي؟ متى,train,Morocco,MGR
حينئذ تركه إبليس، وجاءت الملائكة لتخدمه. يسوع يبدأ خدمته في الجليل,ومن بعد هادشي، خلاه إبليس، وجاو شي ملايكة كيتسخرو عليه. يسوع كيبشر فالجليل,train,Morocco,MGR
ولكن الذي يبقى أمينا إلى النهاية، فهذا سيخلص.,ولكن اللي بقى تابت حتى للخر هاداك غينجا. متى,train,Morocco,MGR
فمن منكم إن طلب ابنه رغيف خبز، يعطيه حجرا؟,شكون فيكم اللي إلا طلب منه ولده الخبز غيعطيه حجرة،,train,Morocco,MGR
وبينما هم ينزلون من الجبل، أوصاهم يسوع وقال: «لا تخبروا أحدا بما رأيتم إلى أن يقام ابن الإنسان من الموت.»,وفالوقت فاش كانو نازلين من الجبل، وصاهم يسوع وݣال: «ما تݣولو لحتى شي حد هادشي اللي شفتو حتى يتبعت ولد الإنسان من الموت».,train,Morocco,MGR
حينئذ فهم تلاميذه أنه كان يتكلم عن يوحنا المعمدان. يسوع يخرج روحا شريرا من صبي,وديك الساعة فهمو التلامد بلي كان كيتكلم ليهم على يوحنا المعمدان. يسوع كيشافي ولد مسكون,train,Morocco,MGR
فافهموا أنه في الحياة الأبدية بعد قيامة الأموات، الناس لا يتزوجون ولا يزوجون بناتهم، بل يكونون كالملائكة في السماء.,حيت فيوم البعت، الناس ما غيتزوجوش وما غيزوجوهمش ولكن غيكونو بحال الملايكة فالسما.,train,Morocco,MGR
«لأن من يحب أباه وأمه أكثر مني، لا يستحق أن يكون من خاصتي. من يحب ابنا أو ابنة أكثر مني، لا يستحق أن يكون من خاصتي.,اللي عزيز عليه باه ولا مه كتر مني، ما يستاهلنيش. واللي عزيز عليه ولده ولا بنته كتر مني، ما يستاهلنيش.,train,Morocco,MGR
«ما من تلميذ أفضل من معلمه، ولا عبد أعظم من سيده.,«راه التلميد ماشي حسن من المعلم دياله، ولا الخدام حسن من سيده. لوقا,train,Morocco,MGR
«تعرفون أنه قيل لآبائكم: ‹لا تقتل.  #لا تقتل.  21:5  من كتاب الخروج 20: 13، وكتاب التثنية 5: 17.  وكل من يقتل يستحق المحاكمة.›,«راكم سمعتو بلي تݣال للناس اللولين: ما تقتلش، واللي قتل خاص يتحكم عليه.,train,Morocco,MGR
وكان قد اجتمع كبار الكهنة وشيوخ الشعب في قصر رئيس الكهنة قيافا.,وفداك الوقت تجمعو الرؤسا د رجال الدين وشيوخ الشعب فدار قيافا رئيس رجال الدين،,train,Morocco,MGR
لقد دخل بيت الله في زمن الكاهن أبياثار، وأكل من أرغفة الخبز المقدمة إلى الله، وأعطى أيضا الذين كانوا معه. مع أنه لا يجوز لأحد أن يأكل ذلك الخبز سوى الكهنة.»  #26:2  انظر كتاب صموئيل الأول 21: 1-6.,وكيفاش دخل لبيت الله، فيام أبيأتار اللي كان هو الرئيس د رجال الدين، وكلا الخبز اللي كيقدموه لله، اللي ما كان خاص ياكله حتى واحد، من غير رجال الدين بوحدهم، وعطى منه حتى للرجال اللي كانو معاه؟».,train,Morocco,MGR
وفي اليوم التالي، بعد أن انتهى يوم الجمعة، اجتمع كبار الكهنة والفريسيون مع بيلاطس،,وفالغد ليه، اللي من بعد النهار اللي كيوجدو فيه للسبت، تجمعو الرؤسا د رجال الدين والفريسيين عند بيلاطس،,train,Morocco,MGR
ثم صعد يسوع إلى الجبل، ودعا إليه الذين أرادهم، فذهبوا معه.,وطلع لواحد الجبل وعيط على الرجال اللي ختارهم، وهم يجيو لعنده.,train,Morocco,MGR
«ولماذا تقلقون بخصوص ما ستلبسون؟ انظروا كيف تنمو زنابق الحقول. إنها لا تتعب ولا تغزل.,وعلاش كترفدو الهم للباس؟ شوفو مزيان الورد اللي فالفدان كيفاش كيكبر، راه ما كيتعدب ما كيغزل.,train,Morocco,MGR
«وأخيرا جاءت بقية الفتيات وقلن: ‹يا سيد، يا سيد، افتح لنا الباب.›,ومن بعد رجعو العزبات لخرين وݣالو: آ سيدي، آ سيدي، حل لينا! لوقا,train,Morocco,MGR
وقال لهم مثلا آخر: «يشبه ملكوت السماوات خميرة أخذتها امرأة وخلطتها في ثلاثة مقادير من الطحين حتى اختمر العجين كله.»,وزاد عطاهم متال آخر وݣال: «كتشبه مملكة السماوات لخميرة خداتها واحد المراة وخلطاتها مع تلاتة كيلو ديال الطحين حتى خمرات العجينة كلها». يسوع كيتكلم بالمتول,train,Morocco,MGR
فأجابهم يسوع: «لقد أعطاكم الله امتياز معرفة سر ملكوت السماوات، ولكنه لم يعطه لهم.,وهو يجاوبهم وݣال: «حيت نتم تعطاكم باش تفهمو أسرار مملكة السماوات، ولكن هادوك ما تعطاهمش باش يفهموهم.,train,Morocco,MGR
أو إن طلب سمكة، يعطيه حية؟,ولا إلا طلب منه حوتة غيعطيه لفعى؟,train,Morocco,MGR
لذلك ستحاسبون على دم كل بريء قتل على الأرض: من دم هابيل البريء إلى دم زكريا بن برخيا،  #هابيل … زكريا.  35:23  أول وآخر الذين قتلوا وفقا لزمن ونص كتب العهد القديم. (راجع كتاب التكوين 4: 8، وكتاب أخبار الأيام الثاني 24: 20)  الذي قتل ما بين الهيكل والمذبح.,باش ينزل عليكم العقاب ديال كل دم مغدور طاهر سال على الأرض، من دم هابيل اللي كان متاقي الله حتى لدم زكريا بن برخيا اللي قتلتوه بين الموضع المقدس والمدبح.,train,Morocco,MGR
فأجابهم يسوع: «أنتم في ضلال لأنكم لا تعرفون الكتاب، ولا تعرفون قوة الله.,وجاوب يسوع وݣال ليهم: «نتم راكم غالطين، حيت ما كتعرفو لا كتاب الله ولا قوة الله.,train,Morocco,MGR
فإن أردتم أن تقولوا ‹نعم،› فقولوا ‹نعم.› وإن أردتم أن تقولوا ‹لا،› فقولوا ‹لا.› وكل ما يزيد عن ذلك فهو من الشرير.  #الشرير.  37:5  الشيطان. مقاومة الشر,ولكن إلا كان كلامكم إيه، ݣولو: إيه. وإلا كان لا، ݣولو: لا. والكلام اللي زايد على هادشي راه هو من الشيطان». الإنتقام,train,Morocco,MGR
«وبينما هو ذاهب، وجد أحد رفاقه العبيد، وكان مديونا له بمبلغ زهيد. فأمسك بعنقه وابتدأ يخنقه ويقول له: ‹سد ما عليك من دين لي.›,وملي خرج داك العبد، لقا واحد من العبيد صحابه كان كيتساله مية درهم د الفضة، وهو يشده وشنق عليه وݣال: رد لي داكشي اللي كنتسالك!,train,Morocco,MGR
فأنا نفسي رجل تحت سلطة، ولي جنود يأتمرون بأمري. أقول لهذا الجندي: ‹اذهب!› فيذهب. وأقول لآخر: ‹تعال!› فيأتي. وأقول لخادمي: ‹افعل كذا!› فيفعله.»,حيت حتى أنا كاين اللي كيحكم في وعندي عسكر كنحكم فيه، كنݣول لهادا: سير! وكيمشي، وكنݣول للاخر: أجي! وكيجي، وكنݣول للعبد ديالي: دير هادي! وكيديرها».,train,Morocco,MGR
فأجاب يسوع: «ألم تقرأوا في الكتاب أن الله منذ البداية ‹خلق الناس ذكرا وأنثى؟›  #خلق … وأنثى.  4:19  من كتاب التكوين 1: 27، 5: 2.,وهو يجاوبهم وݣال: «واش ما قريتوش فكتاب الله بلي الله خلق بنادم من البدو دكر ونتوى،,train,Morocco,MGR
واتفق مع العمال أن يدفع لهم دينارا واحدا عن كل يوم، ثم أرسلهم للعمل في كرمه.,ودار معاهم دينار للنهار وصيفطهم للجنان دياله.,train,Morocco,MGR
وعندما جاء وقت قطف العنب، أرسل عبيده إلى الفلاحين للحصول على نصيبه من العنب.,وملي وصل الوقت فاش كيتجنى العنب، صيفط العبيد دياله للجناينية باش ياخد الغلة دياله.,train,Morocco,MGR
لذلك من يتواضع كهذا الطفل الصغير فإنه يكون الأعظم في ملكوت السماوات.,واللي تواضع بحال هاد الوليد، راه هو المخير فمملكة السماوات.,train,Morocco,MGR
ولا تدخلنا في تجربة، بل أنقذنا من الشرير.  #الشرير.  13:6  الشيطان (إبليس). لأن لك الملك والقدرة والمجد، إلى أبد الآبدين. آمين›,وحفضنا باش ما نطيحوش فالتجربة،  ونجينا من الشيطان.,train,Morocco,MGR
وبينما كان يسوع جالسا في بيت لاوي يتناول العشاء، كان هناك كثيرون من جامعي الضرائب والخطاة يأكلون معه ومع تلاميذه. إذ إن كثيرين كانوا هناك عندما دعا يسوع لاوي، فلحقوا بيسوع.,وملي كان يسوع كياكل فدار لاوي، ݣلسو كياكلو معاه ومع التلامد دياله بزاف د الناس من مالين الضريبة والمدنبين، حيت بزاف د الناس منهم كانو تبعوه.,train,Morocco,MGR
ويقولون: ‹الذين استئجروا آخر الكل، عملوا ساعة واحدة فقط، وقد دفعت لهم بقدر ما دفعت لنا، مع أننا عملنا كل النهار في حر الشمس!›,وكيݣولو: هادوك اللخرين خدمو غير ساعة وحدة وقاديتيهم فالخلصة معانا حنا اللي بقينا خدامين النهار كامل فالشمس.,train,Morocco,MGR
«فأجاب الرجل: ‹لا، لأنكم عندما تقتلعون الأعشاب الضارة، قد تقتلعون القمح معها.,وجاوبهم وݣال: لا! باش ما يتݣلعش الݣمح مع الزوان.,train,Morocco,MGR
لذلك لا تكونوا مثلهم، لأن أباكم يعرف ما تحتاجون إليه حتى قبل أن تطلبوه منه.,إيوا ما تكونوش بحالهم، علاحقاش باكم اللي فالسما كيعرف داكشي اللي كتحتاجو قبل ما تطلبوه».,train,Morocco,MGR
وتبعته جماهير كبيرة من الناس الذين أتوا من إقليم الجليل، ومن المدن العشر ومن القدس، ومن إقليم اليهودية، ومن الجانب الشرقي من نهر الأردن.,وتبعوه بزاف د الجماعات من الجليل، والمدون العشرة، وأورشليم، وبلاد اليهودية، ومن الجهة لخرى ديال واد الأردن.,train,Morocco,MGR
