msa_sentence,dialect_sentence,dialect,region,split
لكن أمراض النفوس والأرواح هى من ستقابل ربها,بس امراض النفوس والارواح الى رح تقابل ربها,Jordan,LEV,train
تحية يا راشد هذه أول زيارة و لن تكون الاخيرة,اهلا وسهلا رشيد هاي اول زيارة وما رح تكون الاخيرة .,Jordan,LEV,train
أتمنى أن تكونوا واثقين و هذه ليست فقط كل الأدلة التى لدى ، لكن هذه التى درسها أقل طالب يتخرج من كلية الآثار,يا ريت تكونو اقتنعتو والحجج هاي مش بس الادلة الي عندي بس هاي اقل شي درسو طالب اثار,Jordan,LEV,train
و هذا شرط و بإذن الله يمكن عمله فى الكلية,هو صح لحالو بس بالكلية بإذن الله ممكن,Jordan,LEV,train
مثلاً أنتى لن تعرفى هذا التعبان ولن تهتمى به خلاصة القول الفضفضة,انتي مش رح تعرفي هاد التعبان ومش رح تهتمي في,Jordan,LEV,train
والاستاذ ابراهيم الدسوقي قال ليس لديك كثير من الوقت,والاستاذ ابراهيم الدسوقي حكى انو وقتي قليل,Jordan,LEV,train
وللأسف هذة هى نهاية أى أثنين يحبوا بعضهم البعض لأسباب أقوى منهم,للاسف هاد نهاية اي تنين بحبو بعض لاسباب اقوى منهم,Jordan,LEV,train
ماذا سأقول .. لن أتكلم حتى لا يقولوا انها أحقاد !!!,"شو رح احكي يعني , ما رح احكي لقولو احقاد",Jordan,LEV,train
بعد مضي شهر من زواج الدودة الليفية على صرصور قام بتطليقها هل تعرفوا لماذا ؟؟ نصف مرتبه يشتري به جوارب,صرصور اتجوز ام اربعة واربعين طلقها بعد شهر ليش ؟؟ نص راتبو بشتري فيه جرابات هههه,Jordan,LEV,train
احترم  ارائك .ولكن  يوجد افكار  اخرى  كثيره   من اللمكن  التفكير  بها .  مثل  ايقاظ  الشباب . واعطائهم الامل  وان  نوعيهم  ان  مصلحتهم  ليست فقط فى ..,"بحترم رايك بس في افكار تانية ممكن نفكر فيها , زي متلا نصحي الشباب ونوعيهم ونعطيهم امل انو مصلحتهم مش بالاستسلام والوقفات الاحتجاجية",Jordan,LEV,train
الرب يبارك فى كل بنت مثلك,ربنا يبارك في كل بنت زيك,Jordan,LEV,train
اه  يا  ايها  الابداع . بعد انقضائك  سنضطر  لبيع  سندوتشات  الكبده .,من بعد ابداعك رح نبيع كبدة,Jordan,LEV,train
و الرب يجعل كلماتك فى ميزان حسناتك,ويا رب يكون في ميزان حسناتك,Jordan,LEV,train
لأنه كان فكرة في ذهن مجموعتنا,لأنها كانت فكرة في عقل الشلة,Jordan,LEV,train
أكمل أم هذا كافى,اكمل ولا بكفي ؟,Jordan,LEV,train
وان لم  يصلح  لنا  هذا  الوقت .فهل   يوجد وقت اخر  لمجموعه الشباب .,ولو ما زبط ممكن يكون في موعد تاني للشباب,Jordan,LEV,train
اخذنا على رأسنا من الظهر الى المساء,ضربونا على ضهورنا من الضهر للعصر,Jordan,LEV,train
الاستاذ يا بنى أستلف الفا و بعدها الفا ثانيه التلميذ لن يسدد شيئا,الاستاز ي ابني هو اتداين الف وبعدها الف وما رح يرجع اشي,Jordan,LEV,train
الرب يبارك نفوس الناس,يا ساتر على نفوس الناس,Jordan,LEV,train
فهى قررت أنة يكون محروم من الزواج بخاطره,فهي قررت انو يبقى محروم من الجيزة بكيفو,Jordan,LEV,train
لا اعرف اوقات يكون المكان يذكرنى بحدث معين او شخص معين,مش عارف احيانا بكون في مكان بذكرا بحدا او بإشي,Jordan,LEV,train
و أريد ان أخبرك مهما كتبت و مهما وصفت صدقنى يعد هذا واحد علي مليون من الحقيقة حيث أنه حلم أصبح حقيقة فوق الخيال,بدي احكيلك اني لو شو ما كتبت ولو شو ما وصفت ما بطلع واحد بالمليون من الحقيقة لانو فعلا اشي فوق الخيال,Jordan,LEV,train
إذاً، فيما سنتمكن من الحصول على شؤون الطالب ، وفيما سنحصل على صفقة الأطباء,يعني نطلع معاملة شؤون الطلبة ليش ومعاملة الدكاترة ليش,Jordan,LEV,train
الدكتور نملئ البانيو مياه على اخره,الدكتور بنعببي البانيو كلو مي,Jordan,LEV,train
انا لست أغلى من الدره .,انا مش اغلى من الجوهرة,Jordan,LEV,train
ما هو أكثر شئ يؤلمك وأثر على حياتك ؟,شو اكتر اشي دايقك واثر على حياتك,Jordan,LEV,train
أتمنى من الله أن يكون مستمع لى يا مونى,يا رب يكون سامعني موني,Jordan,LEV,train
أيوجد شخص يشعر بهذه الاحاسيس لمجرد موت عصفور,معقول في حد عندو هالاحاسيس بس لانو عصفور مات,Jordan,LEV,train
وبقوموا  بتهريب  تلك الاشياء .  ومع العلم  انه  يوجد  كتير  جدا من الفقراء .,وبهربو هاي الاشياء وبضل ناس فقرا كتير,Jordan,LEV,train
شكرا كثيرا سيد شامى سانزله و هذا على مقدار مصدقيتك عندى,الف شكر سيد سامي رح اعملو على ضمانتك,Jordan,LEV,train
لأن المطبوعات يكون لها تأثير أقوى من التوزيع الإلكترونى,لانو المطبوعات الها تأثير اقوى من التوزيع الالكتروني,Jordan,LEV,train
انا  احب  الناس جميعا  .لكن ان يدخل  احد قلبى  انا  لا احبذ  ذلك . اريد الله  سبحانه  وتعالى  فقط  ان  يسكن  قلبى .,انا بحب كل الناس بس ما بدي حد يسكن قلبي الا ربنا سبحانه وتعالى,Jordan,LEV,train
و إحساسى أننى على قيد الحياة,واحساسي اني لسا عايش,Jordan,LEV,train
كريستيان دمت ضاحكا ومسرورا,كريستيان دوم الضحك والانبساط,Jordan,LEV,train
حتى لا تعود اخد القطه و استمر فى المشى حتى تااه,عشان ما ترجع اخد البسة معو وضل يلف يلف لحتى تاه,Jordan,LEV,train
الشكر  لله   انا  فأنا  لدى  كتير  من  الصبر . وطول الاناه .,انا الحمدلله من النوع الي ما في اطول من بالي,Jordan,LEV,train
شكراً جزيلاً على الرد الجميل، ولكن كل القصة هي,شكرا كتير على الرد الحلو بس كل القصة,Jordan,LEV,train
هناك بعض الأسئلة تحتاج الى إجابة و يجب أن يكون لها إجابة و هذه الاسئلة تواجهنا كل يوم و لكننا لا نبحث عن إجاباتها وهى,في شوية اسئلة محتاجة اجابة ولازم يكون الاها اجابة والاسئلة هاي بتمر علينا كل يوم بس ما بنجاوبها,Jordan,LEV,train
ولقد  اعتبرها   جلسه مثل   جلسه .... هههه    وفقك  الله .,ولا شو اعتبر قعدة زيه هاي القعدة الله يوفقك,Jordan,LEV,train
جارى تحميل الروابط,روابط التحميل,Jordan,LEV,train
يسعد مساءك يا ورده,مسا الفل يا وردة,Jordan,LEV,train
حتى و إن كانت منسوخة فأعتقد أنها مفيدة ومعبرة,حتى لو كانت منقولة بس بتوقع انها مفيدة ومعبرة,Jordan,LEV,train
رغم إننى من المفترض من الناس المتفوقين المتقع لهم فوق التسعين,مع اني من المتفوقين الي متوقع الهم فوق التسعين,Jordan,LEV,train
ثم انا سأُخطف ؟؟؟,يعني انا رح انخطف ؟؟,Jordan,LEV,train
هذا ليس سبب مقنع أختى العزيزه صافى يمكن أن يكون لأنك مازلتى جديدة و عندما تعتادى على الاعضاء لا تستطيعى ان تتركى المنتدى مره اخرى و ستتاكدى من هذا فى المستقبل,"هاد سبب مش مقنع اختي صافي , يمكن لانك جديدة واول ما تتعودي على الاعضاء وتعرفيهم مستحيل رح تتركي المنتدى بكرة بتشوفي",Jordan,LEV,train
من اجل الأمه و نحن غير قادرين ان نضحى بمنتج,احنا مش قادرين نضحي بمنتج بتحكيلي مشان امة,Jordan,LEV,train
إنى أسمع هذا الموضوع لأول مرة و أرجو ألا يزايد أحد على شبك أم نبيل و بشكل عام كل الشبكات اصبحت مثل بعض و كلهم سيئين,انا اول مرة بسمع عن هاد الموضوع وما حدا يغلط على موقع ام نبيل على العموم كل المواقع صارت مش منيحة زي بعض,Jordan,LEV,train
وإحسان عبد القدوس,واحسان عبد القدوس,Jordan,LEV,train
أتمنى من الرب يا أمة الله ان لا تخرج الجوائز,يا رب ما تطلع الجوائز,Jordan,LEV,train
وكتير انخدعوا وعاشوا ظلمها,وكتير انخدعو ونظلمو,Jordan,LEV,train
فى النهاية أنت تستحق أكثر من هذا بكثير,واخر شي انت بتستحق اكتر من هيك بكتير,Jordan,LEV,train
أنا كبنت أول شىء سأفكر فيه أنى أظل بعيدة عنها,انا كبنت اول اشي بفكر في اني ابعد عنها,Jordan,LEV,train
ربنا يشفيكى يا ميادة,الف سلامة عليكي ميادة,Jordan,LEV,train
لأنه قوى وسريع ومهارى وهذة أهم مواصفات المهاجم فى الدورى الإنجليزى يا ليت يحترف وشكراً كلمة حق,"هو لانو قوي وسريع ومهارتو عالية وقوي وهاي اهم مواصفات المهاجم في الدوري الانجليزي , يا ريت يحترف , وشكرا كلمة حق",Jordan,LEV,train
سبحان الله انها ام جميلا حقا و عظيمه جداا و اتمنى بنات هذا الجيل يتعلموا منها و لو ربع هذه الاشياء الرائعه,سبحان الله ام عظيمة جد ويا رب بنات الجيل هاد يتعلمو منها لو ربع هالاشياء الحلوة,Jordan,LEV,train
تحلم معى الشيماء حامد,تحلم معي الشيماء حامد,Jordan,LEV,train
هبهههوب,هبهووووب,Jordan,LEV,train
شىء مهم لىّ كمسلم بالرغم من أنى اعرف الشباب هذه الايام يقومون بالمغازلة,اشي مهم الي كمسلم ان بعرف شباب بعاكسو,Jordan,LEV,train
رد الثانى عليه الذى يضايقنى أن السور قصير جداً,"رد التاني , الي مدايقني انو واطي كتير",Jordan,LEV,train
ولا تفهم هيا غادر من هذا المكان,يا اما بتفهم او بتفرجينا عرض كتافك,Jordan,LEV,train
متى نثق بأنفسنا,متى رح نوثق بحالنا,Jordan,LEV,train
لا أحد معجب بك ، و لكنه سيحدث,"انتي ما في زيك , بس رح يصير في",Jordan,LEV,train
بلد فاسدة قد أصابها الحقد و أعمى قلوب أهلها,"بلد بنت كلب , حقودة وعمى قلوب اهلها",Jordan,LEV,train
و ليت يا والدى اذا كانت ابنة الحاج,ويا ريت لو انها بنت الحج فلان,Jordan,LEV,train
برجاء توضيحها لى يعنى حبيب حبيبى يكون حبيبى أكيد,"يا ريت توضيحها الي , يعني حبيب حبيبي بكون حبيبي اكيد",Jordan,LEV,train
وجعلنى أنظر إلى الدنيا وإلى الأحياء,خلاني اتفرج على الدنيا والاحياء,Jordan,LEV,train
نحن فى  خدمتك . الاغنيه  رائعه  وصراحتا  اتعبتنى .,اي خدمة ؟ الاغنية حلوة وبصراحى بتعب,Jordan,LEV,train
الكشرى يكون خالى من العدس و به المزيد من الورد والدقة .,الكشري بدون عدس وغرقان بالدقة,Jordan,LEV,train
انت ضرط وحدك بالحمام ، انت تضرط و تعترف,"بتقدر تطلع الي بدك اياه بالحمام , وبتعترف",Jordan,LEV,train
و أحب ما تريد لأنك ستفارقه,حب الي بدك اياه اخرتك تفارقو,Jordan,LEV,train
و لكن لم اكن قادره ان ارفع راسى,ولا اضربو بس ما كنت قادرة ارفع راسي,Jordan,LEV,train
الجنى احضر له الكشرى و اكله و بعدما انتهى ساله الجنى ماذا تطلب فى المره الثانيه ؟ الصعيدى قال اريد واحد اخر,الجني جابلو الكشري وقعد ياكل فيه .. وبس خلصو سألو شو طلبك التاني ؟؟ الصعيدة واحد كشري كمان وحياة ابوك,Jordan,LEV,train
صلى الله عليه و سلم,صلى الله عليه وسلم,Jordan,LEV,train
انا  لا  افكر  فى شعب  وبشر .  انا  افكر  فيمن  فوق  الرأس . قبل  نداء  الحرب .,مش متذكرة شعب وناس متذكرة الي فةق الراس قبل الحرب,Jordan,LEV,train
"فى الواقع سىء الحظ ماذا يساوى؟ يساوى قرادة و التى تعنى هذا القرد ""قردك سىء الحظ""",شو النحس .. النحس هو القردنة يعنس القرد المنحوس هو تبعك,Jordan,LEV,train
يوجد الكثيريين أخلاقهم هى أساسهم و كما يوجد الطالح يوجد ايضا الصالح و شكرا على الموضوع الجميل هذا,في كثار اخلاقهم هي اهم اشي بحياتهم وزي ما في الطالح في الصالح وشكرا على الموضوع الحلو,Jordan,LEV,train
ولا تجعلي الحجاب مجرد تغطية للشعر فقط,ما تخلي الحجاب بس لتغطي شعرك,Jordan,LEV,train
و لكن التوفيق لم يكن معه,بس ما توفقك,Jordan,LEV,train
صادفت أن ابحث عن قيمة الانتقالات ، لم أجد شيئا ووجدت حقيبة اليد خاصتى مفتوحة,فرمتة طبعا,Jordan,LEV,train
تستطيع ان تسمع شهادات من النساء اللاتى تعرضن للتحرش و تضع نفسك بدلاً منهم و الرعب و القلق و الغثيان و الكابوس الذى يعيشن فيه؟,ممك تسمع شهادات من بنات تعرضو للتحرش وتحط حالك مكانهم بالقرف والرعب والقلق والكابوس الي عايشين فيه,Jordan,LEV,train
انظرى  الى  يا  مونا,شوفي يا منى,Jordan,LEV,train
سوف  تجد عندى  كل  دفاترى   وكتبى  من  سنتى الاولى  الابتدائيه  وحتى الان .,رح تلاقي عندو دفاتري وكتبي من وانا بصف اول لهلا,Jordan,LEV,train
الرسالة من هذة النوعية أنا أعتز بها جداً وأتركها عندى دائماً,الرسالة الي من النوعية هاي انا بعتز فيها كتير وبخليها عندي,Jordan,LEV,train
و من المحتمل انى اذهب الى الجنه و هو الى النار,ويمكن الله يدخلني الجنة وهو النار,Jordan,LEV,train
أحد الاشخاص تشاجر مع زوجته,واحد كان متطاوش مع مرتو,Jordan,LEV,train
هل يوجد احد يعمل بى معروف ويخطفنى أنا أيضا ً !!,يا ريت حد يخطفني ويكسب فيا ثواب,Jordan,LEV,train
على  من  تقول  انه يخاف .  انا ؟؟,"مين الي بخاف , انا ؟؟؟؟",Jordan,LEV,train
شكرا على هذا الموضوع الرائع و من عاداتى,شكرا عالموضوع الرائع هاد ومن عاداتي انا,Jordan,LEV,train
الجِد : حسناً اخبرنى ، أقترب منها ، هامساً فى أذنيها,جدها بحكيلها تحكي وبقرب منها بهمس بذانها,Jordan,LEV,train
الناس تصور و لم تصافحنى لانها لا تريد ذلك,والناس بتصور ما سلمت علي لأنها اصلا ما بتسلم,Jordan,LEV,train
وكل ما تحتاجينه للوصول الى الجاذبيه هو صديقاتك البنات,وكل الي انت محتاجو للوصول ل صحباتك البنات,Jordan,LEV,train
قد خفف الله عنه,ربنا رحمو من البهدلة اكتر من هيك,Jordan,LEV,train
هل تعرف إنكم تملكوا نفس الروح الإبداعية,انتو عندكم نفس الروح الابداعية,Jordan,LEV,train
اتمنى لك  كل  التوفيق   وان  تصبح  شاعرا  عظيما  .,بتمنى اشوفك شاعر قد الدنيا,Jordan,LEV,train
مرحباً بكى يا هبه نحن مشتاقين اليكِ و الله سيجعل كل شىء جيد ، شكراً على مشاركتك الطيبة و نتمنى لكِ أياماً سعيدة ولكن هذه السيدة,"نورتي هبة , جد الك وحشة ان شاء الله خير وشكرا لمرورك ويا رب كل ايامك سعيدة بس هانم هاي",Jordan,LEV,train
وأنا أتمنى أن لا أكتب فى هذا الموضوع مرة أخرى,وبتمنى اني مكتبتش في الموضوع هاد مرة تانية,Jordan,LEV,train
وحكيم قريباً بالاسواق,وحكيم قريبا بالاسواق,Jordan,LEV,train
لكن هذا لا يمنع أن السيدة المحجبة من حقها تقديم البرامج,بس هاد ما بيمنع انو المحجبة تقدم برامج,Jordan,LEV,train
هذا ليس سليم لانه منتدى جامعى و المشتركين من الجامعات,وهاد مش صح لانو المنتدى جامعي والي بدخلو عليه هم من الكلية,Jordan,LEV,train
و يعتبروه إهانة,وهم بيعتبروه اهانة ومسبات عليهم,Jordan,LEV,train
تقبلي مروري واحترامي لكي استاذتي الكريمة,احترامي استاذة وتقبلي مروري,Jordan,LEV,train
و أريد إخبارك شىء 20 الف موظف فى التموين يجهزون لإعتصام قريب,20 الف موظف في التموين بجهزو لاعتصام وبدي احكيلك معلومة,Jordan,LEV,train
لماذا أنا جئت إلى هنا ؟؟؟ سلام عليكم,انا شو الي جابني هون ؟ السلام عليكم,Jordan,LEV,train
وتريحنى و تحذف من قلبى المخاوف,وتريحني وتشيل الخوف من قلبي,Jordan,LEV,train
حسناً ياجميل أقسم لم اقولها إلا بحسن نية,"ماشي يا حلو , انا والله عمري ما حكيتها الا بحسن نية",Jordan,LEV,train
ستجدها اصبحت ممتلئه,رح نلاقيها مليانة,Jordan,LEV,train
وهذا فى حالة انه انسان مجرم بكل المقاييس . وهى لا تمتلك اى شئ فى يديها غير هذا لكى تنقذ نفسها من الموت على يديه .,يعني لو هون مجرم بكل المقاييس وما في بايدها غير هيك حتى تنفد من الموت,Jordan,LEV,train
كيف حالك يا حنون إستقت إليك,كيفك حنون اشتقتلك كثير,Jordan,LEV,train
كيف حال صحتك؟,كيف الصحة,Jordan,LEV,train
ذات مره كنت فى الازهر بارك و اقول لصديقتى لماذا لم يقيموا افراح هنا ؟,انا مرة كنت ب الازهر بارك بحكي لصاحبتي هم ليش ما بعملو اعراس هون,Jordan,LEV,train
و أسم أباه على سبيل المثال هو أسم مؤلف الكتاب,واسم ابوه مثلا هو اسم مؤلف الكتاب,Jordan,LEV,train
اشعر بالدفأ والطمأنينه .,ادفى واطمن,Jordan,LEV,train
اشكرك استاذ جمال واتمنى الا تبتعد مرة اخرى  عن الكتابه.,شكرا استاز جمال وبتمنى ما تغيب عن الكتابة,Jordan,LEV,train
وليس يعرف أن هذا النهار المحلات ستكون مغلقة,وما بيعرف انو النهار هاد المحلات مسكرة,Jordan,LEV,train
أقسم بالله الحالات جميلة و خاصة الذى يعشق شيكولاته النمل و بالمثل أيضاً الذى يشرب صابون الأطباق يبتلع طبقيين معه ... شكرا لك,والله هاي حالات من الاخر خاصة الي مات بالشكولاته الي عندو نمل .. يعني الي بشرب دوا جلي بقدر يبلع صحنين ههههههه,Jordan,LEV,train
و قبل ان اصل رن على طلال و قال اهلاً بالبندر,وقبل ما اوصل رنلي طلال الو هلا بندر,Jordan,LEV,train
على كل حال  صدقينى انا احب الحيوانات كثيرا جداا جداا,على كل حال صدقيني انا بحب الحيوانات كتير كتير,Jordan,LEV,train
والدكتور شعر بخيبة آمل ولكنه تفاجأ بأيد مرفوعة علي إستحياء إنها يد وسيم,"والدكتور خاب املو بس اتفاجأ بايد مرفوعة بخجل , ايد وسيم",Jordan,LEV,train
هل ممكن ان اثق بك ؟,ممكن اوثق فيك,Jordan,LEV,train
كل عام و انتى طيبه,كل عام وانتي بخير,Jordan,LEV,train
يزرع صفصافه كبيرة,يزرع صفصافة كبيرة,Jordan,LEV,train
لا يوجد شئ بدون حل  كل مشكله و لها حل,كل مشكلة والها حلال,Jordan,LEV,train
كل شخص من بيننا يمتلك نوع من العمل لا احد يأخذ الاخرى ، لا الرجل لو المرأة الرب خلق كل شخص بقدرة معينة لعمل عمل معين,"كل حدا فينا الو شغل ما حد بقدر ياخد شغل حدا تاني , لا الزلمة ولا الست , ربنا اعطى كل انسان قدرة على شغل معين",Jordan,LEV,train
لماذا يا وائل شعبنا طيب و عظيم ولكن,ليش وائل والله شعبنا طيب ومنيح بس ... هو برضو,Jordan,LEV,train
و تكره هذا لأنه ليس بالأمر حيث إنها تكون شىء لا ارادى,"وتكره هاض , الموضوع مش بايدك",Jordan,LEV,train
ابو وطن صباح الخير سيادتك,ابو وطن صاح شريف معاليك,Jordan,LEV,train
سنحضر عدة كتب تناقش موضوع المقاييس,بنجيب اكم كتاب بحكي عن المقاييس,Jordan,LEV,train
سامحك الله  يا نورس,الله يسامحك يا نورس,Jordan,LEV,train
يوجد بها معلومات جديده اما الموضوعات العاديه لانى لا اريد ان اقول على موضوع انه ليس جميلا,فيها معلومات جديدة بس المواضيع العادية ما بدي احكي على موضوع مش حلو,Jordan,LEV,train
ماذا تنتظر من اللصوص ؟,شو مستني من الحرامية,Jordan,LEV,train
الذى جعلنى اختار دراستى على اساسه,واللي اخترت دراستو عأساسه,Jordan,LEV,train
احكى لنا عن اشياء تفضفض عنا مثل قصه ام اربعه و اربعون او قصه ابو رجل مسلوخه او امنا الغوله,احكيلنا اشياء بتفرفش زي قصة ام اربعة واربعين او ابو رجل مسلوخة او امنا الغولة,Jordan,LEV,train
انا لا  اعلم  السبب  الحقيقى  وراء  ذلك  فقد  سبق  وحذف  لى  مقالا  من  قبل .,ما بعرف ليش بتحزفلي المواضيع وحذفت قبل هالمرة ومش عارف السبب,Jordan,LEV,train
كان يوجد افكار اشتراكيه ومقالات حديثة لم يعجبوا بها,كان في افكار اشتراكية ومقالات عصرية ما كانت عمزاجهم,Jordan,LEV,train
و المجموعة التى من ذلك النوع لن تستمر بعد التخرج,وهاي الشلة من النوع الي مستحيل يضلو مع بعض بعد التخرج,Jordan,LEV,train
و معتقدين ان الغرب هو الاشياء الاباحية فقط و لكن أنظروا الى علم الكيمياء,"ومفكرين انو الغرب هو بورنو بس, اطلع على عالم الكيمياء",Jordan,LEV,train
أقسم بالله انه صحيح كلمات هذه الأغانى,والله يا ولاد صحيح هاي كلمات الاغنية,Jordan,LEV,train
كل عام و أنت بخير,كل عام وانتب الف خير,Jordan,LEV,train
بالرغم من إننى لم أكن مغرمه بالزمالك,مع اني مش زملكاوية,Jordan,LEV,train
قدمتى لى الحباه على طبق من ذهب بهذه المعلومه,انتي اعطيتيني الحياة على طبق من دهب بالمعلومة هاي,Jordan,LEV,train
سأل  رجل  فى  حاله  سكر  شديد  صديقه  ما  الخطأ  مع عود الكبريت  هذا   لماذا  لا  يشتعل .مع العلم انى قمت بأشعاله  منذ قليل .,مسطول بحكي لصاحبو مش عارف ليش عود الكبريت ما بولع مع اني ولعتو قبل شوي,Jordan,LEV,train
انت دائما ً جاهز ولكننا تقدمنا فى العمر على هذه المواقف,دايما جاهز احنا كبرنا على الحكي,Jordan,LEV,train
اسف اذا جعلت الموضوع سطحيا,معلش شكلة خليت الموضوع سطحي,Jordan,LEV,train
الشىء المهم أن العالم اليوم سيكون أحمر فى أحمر و فوضى,المهم كل الدنيا اليوم رح تكون احمر ب احمر و ميمعة,Jordan,LEV,train
وهذا من الممكن حدوثه لخصوبه الارض .,وفعلا بصير لانو الارض خصبة,Jordan,LEV,train
كانت أمريكان أول من تعلّم الدرس من السادات,امريكا اول مين تعلم الدرس من السادات,Jordan,LEV,train
إذا كنت من النوع العاشق حتى الموت و إذا كنت من النوع الفقير حتى الكسوف,اذا كنت من النوع الي بحب حتى الموت واذا كنت من النوع المسكين الي بستحي,Jordan,LEV,train
"لذا تذكرنا أخي ""هدهد مصر"" عندما تحكم مصر",خليك متذكرنا هدهد المصري لما تمسك حكم مصر,Jordan,LEV,train
لقد كنت مشغولا ً هذه الأيام,هم مشغولين هاليومين,Jordan,LEV,train
سأغادر تعنى أنى سأغادر,رح اسافر يعني رح اسافر,Jordan,LEV,train
بسم الله ماشاءالله,بسم الله ما شاء الله,Jordan,LEV,train
وعندما ذهب الناس حتى يجمعوا الزكاه من القاره الأفريقيه عادوا ومعهم أموال كثيرة أكثر مما يمتلكون,ولما راحو يجمعو زكاة من القارة الافريقية رجعو ومعاهم مصاري اكثر,Jordan,LEV,train
ماذا فعلت في اختبارك؟,طمنيني شو عملتي بامتحانك,Jordan,LEV,train
حوار بين الحبيب مع حبيبته,حوار بين واحد وحبيبتو,Jordan,LEV,train
بالتأكيد لن أطلب الطلاق لكن إذا كان الموضوع مسبب حزن للزوج فأعتقد انني سأطلب الزواج منه على الأقل حتى لا أشعر بالذنب,اكيد مش رح اطلب منو الطلاق بس لو الموضوع مزعلو رح اطلب منو يتجوز لحتى ما احس بالذنب,Jordan,LEV,train
من الممكن أن يسبب لنفسه المشاكل إذا أحد اكتشف إنه يتحدث معى !!!,ممكن يعملولو مصيبة اذا عرفو انو بحكي معي,Jordan,LEV,train
إنك كتبت لي في «c-box»  صندوق السى وأنا لم اجب.,انت بعتتلي على c- box وانا ما رديت,Jordan,LEV,train
وقلوب الفقراء أوعية القناعة ..,قلوب الفقراء اوعية القناعة,Jordan,LEV,train
شوق و حنان,شوق وحنية,Jordan,LEV,train
سوف أحاول مرة ثانية وبإذن الله تكون الصورة جاهزة خلال إسبوع .,رح احاول مرة ثانية وبإذن الله يكون البنر جاهز خلال اسبوع,Jordan,LEV,train
احضروا عسكرى و وضعوه فى الجبهه,جابو عسكري وحطو بالجبهة,Jordan,LEV,train
والمغنية الاخرى قامت بعمل كليب لا ترتدى الملابس فيه,المغنية الفلانية عملت اغنية ما كانت لابسة اواعي فيها,Jordan,LEV,train
اذا كان بيننا شكر يا عزيزتى,ولو مش بينا الشكر يا عسولة,Jordan,LEV,train
و لدينا عادات و لدينا شرف من اللازم نحافظ عليهم كفتيات,احنا كبنات عنا شرف وعادات لازم نحافظ عليهم,Jordan,LEV,train
روح قلبي احلي ورده بالدنيا,يا روح قلبي انتي احلى وردة بالدنيا,Jordan,LEV,train
معلومات جيدة و رائعة,معلومات حلوة وروعة,Jordan,LEV,train
والحمد لله  لدينا علاء الذى يجئ فى كل مشاركة .,الحمدلله عنا علاء الي بجبيلنا مشاركات كتير,Jordan,LEV,train
لماذا حذفت تعليق الذى كتبته بنفسك .. انت لا بتؤمن بالرأي والرأي الآخر ؟,جميل ليشب تحذف تعليق انت كتبتو ؟؟ انت ما بتآمن بالرأي والرأي الاخر,Jordan,LEV,train
لن  تستطيع . يا لحظك  .  من  اليوم  يستطيع ان  يحدثك بي.... احلى مصريه  بنت,مش رح تقدر نيالك في احلى بنت مصرية,Jordan,LEV,train
ويوجد حسابات سريه يقوم بها ...,وفي حسابات سرية يشيلها,Jordan,LEV,train
فى وقت من الأوقات مدير شركة مارلبورو قابل مدير شركة كليوباترا,مرة مدير شركة مالبورو قابل مدير شركة كليوبترا,Jordan,LEV,train
لم ينساها فى عمره لحظة,عمرو ما نسيها ولا لحظة,Jordan,LEV,train
ماذا,هههه,Jordan,LEV,train
و سنقطعك أيضا إذا لم تعجبنا,رح نقطعك لو ما عجبنا,Jordan,LEV,train
لتثبيت الفيلم من هنا، ليس فيلماً سيئاً,نزل الفيلم من هون فلم حلو,Jordan,LEV,train
الجنة ، يا رب أتمنى المغادرة و الذهاب الى هناك,يا رب ادخل الجنة,Jordan,LEV,train
انى رايتها ثمانيه و لكن ماذا اقول سوف تسقط هذه المره يا مروان,انا شفتها هون بس شو رح احكي شو بتنزل مروان,Jordan,LEV,train
حبيبتى موضوعك جميل جداً,بعد كل اشي موضوعك كتير حلو حبيبتي,Jordan,LEV,train
وبعض الناس يغضبون على بعضهم البعض والأعزاء يتركون بعضهم,وفي ناس بزعلو من بعض وحبايب بتفرقو عن بعض,Jordan,LEV,train
أو يشعر بالذى أمامه كيف بالذهب الضعيف يكون لديه جوهره غالية,"كيف بحس ب الي قدامه , الحية هاي معها جوهرة غالية",Jordan,LEV,train
من  المعروف  اننا  رعيه  وعلى الراعى  ان  يوفر  للرعيه  حقوقهم  .,وانا الي بعرفو انا رعيه وعلى الراعي يعطينا حقوقنا,Jordan,LEV,train
النهاردة رجعت إلى المنزل متأخر,اليوم رجعت متأخر عالبيت,Jordan,LEV,train
داخل  ميدان  من الميادين العمومين  وبدون اى  محاكمات  ولن تجد من  يفعل  الخطأ.,في ميدان عام بدون محاكمة رح تلقى كلو اتقي الله وما في حدا رح يغلط,Jordan,LEV,train
اتعلم  ان  بقاله  سيدى  بشر  من  اكثر  الاماكن التى  كويت  بنار  الاشعات .,سيدي بشر اكتر محل اكل طلع عليه اشاعات بالدنيا,Jordan,LEV,train
مع العلم أن هذا الكلام علمى,مع العلم انو هاد كلام علمي,Jordan,LEV,train
هذا اذا كان لديك النيه فى شراءه,ازا كان عندك نية تشتريه,Jordan,LEV,train
و فى النهاية و بالطبع زوجها سيدرك ما فعلته,اكيد جوزها رح يتعرف عليها,Jordan,LEV,train
كل رمضان وأنت طيبة,كل رمضان وانتي احلى,Jordan,LEV,train
وقال لى تتزوجها ام أسجنك عشرون سنة  ؟,حكالي تتجوزها ولا اسجنك 20 سنة,Jordan,LEV,train
